id,user_id,cat_id,cat_name,buy_mount,day,location,label
28,763560371,50012365,F品牌婴儿洗衣液,1,20120101,山西省,0
29,408028533,50012371,O品牌婴儿洗衣液,1,20120101,山东省,0
30,53566371,50012424,J品牌婴儿驱蚊液,1,20120101,安徽省,0
31,69873877,50012424,J品牌婴儿驱蚊液,1,20120101,湖南省,0
32,1609185254,50012424,J品牌婴儿驱蚊液,1,20120101,广东省,0
33,1746148145,50012442,I品牌婴儿奶粉,1,20120101,浙江省,0
34,256475742,50012451,V品牌婴儿奶粉,1,20120101,上海市,0
35,405194127,50012451,V品牌婴儿奶粉,1,20120101,黑龙江省,0
36,938309370,50012460,C品牌婴儿洗发露,1,20120101,广东省,0
37,84258337,50012564,O品牌婴儿浴用海绵,1,20120101,浙江省,0
38,14466144,50012617,R品牌婴儿浴用海绵,1,20120101,广东省,0
39,177724549,50012807,H品牌婴儿游泳圈,2,20120101,山东省,0
40,727823869,50013200,J品牌护臀霜,1,20120101,甘肃省,0
41,659020106,50013207,O品牌护臀霜,38,20120101,黑龙江省,0
42,46277938,50013636,E品牌纸尿裤,1,20120101,山东省,0
43,827091396,50013636,E品牌纸尿裤,2,20120101,重庆市,0
44,18100946,50013636,E品牌纸尿裤,1,20120101,新疆维吾尔自治区,0
45,725813399,50013636,E品牌纸尿裤,1,20120101,北京市,0
46,1054852159,50013636,E品牌纸尿裤,1,20120101,北京市,0
47,262519726,50013711,F品牌纸尿裤,1,20120101,辽宁省,0
48,87207277,50013711,F品牌纸尿裤,1,20120101,广东省,0
49,1053602675,50015146,M品牌婴儿滋润霜,1,20120101,重庆市,0
50,103125167,50016102,L品牌爽身粉,1,20120101,上海市,0
51,886492677,50016704,Q品牌防撞器,1,20120101,北京市,0
52,115566151,50018831,R品牌婴儿床,1,20120101,上海市,0
53,55544814,50018831,R品牌婴儿床,4,20120101,河南省,0
54,1714403831,50018831,R品牌婴儿床,1,20120101,天津市,0
55,723975586,50018831,R品牌婴儿床,1,20120101,安徽省,0
56,66451440,50019055,M品牌婴儿床护栏,14,20120101,云南省,0
57,47342027,50019069,P品牌婴儿床护栏,2,20120101,北京市,0
58,354780072,50023531,C品牌婴儿枕头,1,20120101,广东省,0
59,1660751516,50023636,I品牌婴儿被子,1,20120101,重庆市,0
60,1981826945,50023663,O品牌奶嘴,1,20120101,重庆市,0
61,61003275,50023789,E品牌奶瓶消毒器,1,20120101,福建省,0
62,848482116,50023790,G品牌奶瓶消毒器,5,20120101,上海市,0
63,405014302,50024147,K品牌婴儿浴盆,1,20120101,陕西省,0
64,806635728,50024147,K品牌婴儿浴盆,1,20120101,安徽省,0
65,1970876909,50024151,G品牌奶瓶干燥器,1,20120101,天津市,0
66,605724983,50026491,F品牌围兜,1,20120101,贵州省,0
67,2148300507,121478030,Q品牌棉签,1,20120101,江西省,0
68,818595619,121478030,Q品牌棉签,1,20120101,重庆市,0
69,442760655,121540027,N品牌安全别针,1,20120101,浙江省,0
70,1026379511,121540027,N品牌安全别针,2,20120101,甘肃省,0
71,113473924,211122,G品牌孕妇装,2,20120102,山东省,0
72,117887031,251121,A品牌胎教指导书,1,20120102,辽宁省,0
73,468447138,251725,I品牌胎教指导书,1,20120102,江苏省,0
74,348660284,252819,K品牌胎教指导书,1,20120102,天津市,0
75,129642523,50005918,L品牌室内监控,1,20120102,河南省,0
76,1708761610,50006602,A品牌孕妇产后塑身衣,1,20120102,黑龙江省,0
77,908702885,50006602,A品牌孕妇产后塑身衣,1,20120102,浙江省,0
78,151915451,50006602,A品牌孕妇产后塑身衣,1,20120102,浙江省,0
79,745002413,50006957,X品牌孕妇产后塑身衣,1,20120102,江西省,0
80,1046234868,50007011,D品牌哺乳内衣,1,20120102,河南省,0
81,810362779,50007013,G品牌哺乳内衣,1,20120102,上海市,0
82,119784861,50008707,P品牌胎心仪,1,20120102,吉林省,0
83,277184180,50008817,K品牌空气净化器,1,20120102,湖南省,0
84,648623529,50009544,Y品牌婴儿背袋,1,20120102,河南省,0
85,1085938456,50009547,C品牌婴儿辅食机,1,20120102,内蒙古自治区,0
86,2214390386,50010536,E品牌婴儿汤匙,1,20120102,吉林省,0
87,346816172,50010538,K品牌婴儿汤匙,1,20120102,重庆市,0
88,654037597,50010544,O品牌婴儿汤匙,1,20120102,黑龙江省,0
89,1667892062,50010544,O品牌婴儿汤匙,1,20120102,广西壮族自治区,0
90,277279277,50010544,O品牌婴儿汤匙,1,20120102,广西壮族自治区,0
91,1721792494,50010549,S品牌婴儿汤匙,1,20120102,山东省,0
92,56549058,50010549,S品牌婴儿汤匙,1,20120102,湖北省,0
93,696527486,50010549,S品牌婴儿汤匙,1,20120102,黑龙江省,0
94,643153890,50010549,S品牌婴儿汤匙,1,20120102,上海市,0
95,362976947,50010549,S品牌婴儿汤匙,1,20120102,广东省,0
96,1097191176,50010555,T品牌婴儿汤匙,1,20120102,广东省,0
97,1107237181,50010555,T品牌婴儿汤匙,1,20120102,广西壮族自治区,0
98,1090130969,50010557,Z品牌婴儿汤匙,1,20120102,浙江省,0
99,373997473,50010557,Z品牌婴儿汤匙,1,20120102,上海市,0
100,59135448,50010558,F品牌宝宝餐椅,1,20120102,山东省,0
101,159200525,50010558,F品牌宝宝餐椅,1,20120102,江苏省,0
102,1716267100,50011993,M品牌婴儿奶瓶,1,20120102,山东省,0
103,144193086,50011993,M品牌婴儿奶瓶,1,20120102,云南省,0
104,2244510155,50011993,M品牌婴儿奶瓶,1,20120102,陕西省,0
105,856616583,50012245,Q品牌婴儿奶瓶,1,20120102,安徽省,0
106,883251550,50012359,T品牌婴儿奶瓶,1,20120102,湖北省,0
107,669370290,50012359,T品牌婴儿奶瓶,1,20120102,青海省,0
108,212511511,50012359,T品牌婴儿奶瓶,1,20120102,辽宁省,0
109,170840099,50012359,T品牌婴儿奶瓶,1,20120102,内蒙古自治区,0
110,371153601,50012365,F品牌婴儿洗衣液,1,20120102,福建省,0
111,91963477,50012366,G品牌婴儿洗衣液,1,20120102,河南省,0
112,81157762,50012438,G品牌婴儿奶粉,1,20120102,广东省,0
113,716099843,50012438,G品牌婴儿奶粉,1,20120102,江西省,0
114,724395786,50012442,I品牌婴儿奶粉,1,20120102,江西省,0
115,282509697,50012451,V品牌婴儿奶粉,1,20120102,山东省,0
116,35547603,50012451,V品牌婴儿奶粉,1,20120102,天津市,0
117,353309946,50012564,O品牌婴儿浴用海绵,5,20120102,湖北省,0
118,296448405,50012564,O品牌婴儿浴用海绵,1,20120102,宁夏回族自治区,0
119,189760285,50012564,O品牌婴儿浴用海绵,1,20120102,辽宁省,0
120,76082889,50012564,O品牌婴儿浴用海绵,2,20120102,北京市,0
121,1865255157,50013207,O品牌护臀霜,1,20120102,江苏省,0
122,1069610848,50013636,E品牌纸尿裤,1,20120102,天津市,0
123,190260411,50013636,E品牌纸尿裤,1,20120102,陕西省,0
124,272455031,50013636,E品牌纸尿裤,1,20120102,浙江省,0
125,120447438,50013636,E品牌纸尿裤,1,20120102,山东省,0
126,115912567,50013636,E品牌纸尿裤,1,20120102,湖北省,0
127,45142316,50014250,G品牌婴儿保湿霜,1,20120102,福建省,0
128,1047298224,50014250,G品牌婴儿保湿霜,1,20120102,广东省,0
129,1904323341,50014271,M品牌婴儿保湿霜,1,20120102,上海市,0
130,760669975,50014277,G品牌婴儿防晒霜,1,20120102,甘肃省,0
131,159129426,50014744,L品牌婴儿防晒霜,1,20120102,天津市,0
132,674635535,50015579,D品牌婴儿洗脸巾,3,20120102,安徽省,0
133,47326167,50015841,L品牌婴儿洗脸巾,1,20120102,重庆市,0
134,645596397,50016706,R品牌防撞器,1,20120102,江苏省,0
135,97481514,50016706,R品牌防撞器,1,20120102,新疆维吾尔自治区,0
136,1598030949,50017100,U品牌防撞器,1,20120102,山东省,0
137,674122597,50018436,S品牌泡沫地板,1,20120102,河南省,0
138,161103051,50018825,I品牌婴儿床,10,20120102,北京市,0
139,152064494,50018831,R品牌婴儿床,1,20120102,浙江省,0
140,263060708,50018831,R品牌婴儿床,1,20120102,山东省,0
141,368749905,50023591,N品牌婴儿枕头,1,20120102,广东省,0
142,65853425,50023632,F品牌婴儿被子,1,20120102,黑龙江省,0
143,130868188,50023650,N品牌婴儿安抚巾,1,20120102,内蒙古自治区,0
144,549199469,50023661,K品牌奶嘴,1,20120102,四川省,0
145,278221658,50023670,X品牌奶嘴,2,20120102,福建省,0
146,791132180,50023790,G品牌奶瓶消毒器,3,20120102,陕西省,0
147,302696640,50024148,B品牌奶瓶干燥器,100,20120102,湖北省,0
148,108029337,50024149,C品牌奶瓶干燥器,1,20120102,山东省,0
149,662134541,50024842,R品牌婴儿湿巾,1,20120102,重庆市,0
150,420401637,50024842,R品牌婴儿湿巾,1,20120102,北京市,0
151,222247261,50026486,R品牌肚兜,1,20120102,湖南省,0
152,1953881444,121394024,L品牌护脚套,2,20120102,辽宁省,1
153,54677605,121408024,I品牌婴儿罩衣,3,20120102,北京市,0
154,355672847,121408024,I品牌婴儿罩衣,2,20120102,辽宁省,0
155,640785615,121452056,T品牌喂药器,1,20120102,辽宁省,0
156,39433761,121466023,A品牌磨牙棒,2,20120102,海南省,0
157,1780013657,121540027,N品牌安全别针,1,20120102,黑龙江省,0
158,600831509,122674029,T品牌安全别针,1,20120102,重庆市,0
159,50819203,203527,F品牌孕妇装,1,20120103,陕西省,0
160,58486545,211122,G品牌孕妇装,1,20120103,重庆市,0
161,641458434,211122,G品牌孕妇装,3,20120103,江苏省,0
162,15107241,211122,G品牌孕妇装,10,20120103,陕西省,0
163,1966120346,211122,G品牌孕妇装,2,20120103,安徽省,0
164,392769274,211130,H品牌孕妇装,1,20120103,湖北省,0
165,158164362,251725,I品牌胎教指导书,1,20120103,天津市,0
166,464897855,251725,I品牌胎教指导书,1,20120103,甘肃省,0
167,273630132,50002524,L品牌孕妇浴巾,4,20120103,安徽省,0
168,324735255,50003700,T品牌孕妇浴巾,1,20120103,江苏省,0
169,767890826,50006097,K品牌产妇护理垫,1,20120103,湖南省,0
170,757254614,50006602,A品牌孕妇产后塑身衣,1,20120103,山西省,0
171,1815062610,50007011,D品牌哺乳内衣,1,20120103,湖北省,0
172,1678332163,50007011,D品牌哺乳内衣,1,20120103,山东省,0
173,823760763,50008424,G品牌胎心仪,1,20120103,湖北省,0
174,2161214395,50008726,Y品牌胎心仪,1,20120103,四川省,0
175,383107043,50008811,I品牌空气净化器,1,20120103,甘肃省,0
176,660730336,50008847,O品牌空气净化器,1,20120103,河南省,0
177,913089810,50009540,M品牌婴儿背袋,1,20120103,河南省,0
178,275261625,50009547,C品牌婴儿辅食机,1,20120103,内蒙古自治区,0
179,1040747103,50010542,N品牌婴儿汤匙,1,20120103,甘肃省,0
180,349454063,50010544,O品牌婴儿汤匙,1,20120103,陕西省,0
181,133453222,50010544,O品牌婴儿汤匙,1,20120103,江西省,0
182,357694485,50010544,O品牌婴儿汤匙,1,20120103,陕西省,0
183,58311763,50010544,O品牌婴儿汤匙,1,20120103,云南省,0
184,366628138,50010544,O品牌婴儿汤匙,1,20120103,黑龙江省,0
185,59437819,50010545,P品牌婴儿汤匙,1,20120103,贵州省,0
186,36794431,50010549,S品牌婴儿汤匙,1,20120103,山东省,0
187,16132793,50010549,S品牌婴儿汤匙,1,20120103,上海市,0
188,87072462,50010549,S品牌婴儿汤匙,1,20120103,广东省,0
189,102413192,50010555,T品牌婴儿汤匙,1,20120103,重庆市,0
190,83200871,50010557,Z品牌婴儿汤匙,1,20120103,福建省,0
191,352628130,50010557,Z品牌婴儿汤匙,1,20120103,北京市,0
192,58396375,50010557,Z品牌婴儿汤匙,1,20120103,江苏省,0
193,47528667,50010558,F品牌宝宝餐椅,1,20120103,北京市,0
194,44340719,50010558,F品牌宝宝餐椅,1,20120103,黑龙江省,0
195,345888076,50010558,F品牌宝宝餐椅,1,20120103,广东省,0
196,372717456,50010566,H品牌宝宝餐椅,1,20120103,辽宁省,0
197,1046278119,50011882,K品牌婴儿奶瓶,1,20120103,北京市,0
198,520288854,50012359,T品牌婴儿奶瓶,1,20120103,河南省,0
199,41290428,50012365,F品牌婴儿洗衣液,1,20120103,北京市,0
200,71510137,50012365,F品牌婴儿洗衣液,1,20120103,广东省,0
201,922120529,50012366,G品牌婴儿洗衣液,1,20120103,山东省,0
202,773452235,50012379,H品牌婴儿专用洗衣机,1,20120103,湖北省,0
203,42987311,50012424,J品牌婴儿驱蚊液,1,20120103,天津市,0
204,78373589,50012432,Z品牌婴儿驱蚊液,4,20120103,新疆维吾尔自治区,0
205,872506303,50012451,V品牌婴儿奶粉,1,20120103,江西省,0
206,47579319,50013190,Z品牌婴儿浴巾,1,20120103,贵州省,0
207,695170303,50013207,O品牌护臀霜,1,20120103,重庆市,0
208,23202259,50013207,O品牌护臀霜,2,20120103,湖北省,0
209,682480993,50013636,E品牌纸尿裤,1,20120103,山东省,0
210,21311970,50013636,E品牌纸尿裤,1,20120103,陕西省,0
211,353604868,50013636,E品牌纸尿裤,1,20120103,辽宁省,0
212,1666744184,50013636,E品牌纸尿裤,2,20120103,山东省,0
213,2115106170,50013636,E品牌纸尿裤,1,20120103,江苏省,0
214,21982137,50013636,E品牌纸尿裤,1,20120103,湖北省,0
215,112064803,50013636,E品牌纸尿裤,1,20120103,重庆市,0
216,75490173,50013636,E品牌纸尿裤,1,20120103,四川省,0
217,897014068,50013711,F品牌纸尿裤,1,20120103,重庆市,0
218,288586293,50013881,R品牌纸尿裤,1,20120103,上海市,0
219,641175953,50014271,M品牌婴儿保湿霜,1,20120103,辽宁省,0
220,1684115591,50014277,G品牌婴儿防晒霜,1,20120103,北京市,0
221,61944117,50014744,L品牌婴儿防晒霜,1,20120103,四川省,0
222,325944993,50015841,L品牌婴儿洗脸巾,1,20120103,湖北省,0
223,805865879,50015841,L品牌婴儿洗脸巾,1,20120103,天津市,0
224,671476780,50015841,L品牌婴儿洗脸巾,1,20120103,贵州省,0
225,753549901,50016006,G品牌婴儿爽身巾,1,20120103,江苏省,0
226,2059210808,50016063,D品牌爽身粉,8,20120103,广西壮族自治区,0
227,892980209,50016122,X品牌爽身粉,6,20120103,福建省,0
228,52569790,50018436,S品牌泡沫地板,2,20120103,黑龙江省,0
229,137947475,50018831,R品牌婴儿床,9,20120103,福建省,0
230,705436835,50018860,Y品牌婴儿床,1,20120103,北京市,0
231,780079127,50023636,I品牌婴儿被子,1,20120103,江苏省,1
232,678534442,50023639,M品牌婴儿被子,1,20120103,辽宁省,0
233,901626357,50023670,X品牌奶嘴,1,20120103,北京市,0
234,693235556,50023670,X品牌奶嘴,1,20120103,湖北省,0
235,49436265,50023792,H品牌奶瓶消毒器,1,20120103,山西省,0
236,1070267161,50024631,N品牌婴儿湿巾,1,20120103,北京市,0
237,35832151,50024842,R品牌婴儿湿巾,2,20120103,广东省,0
238,387201989,50146022,M品牌婴儿手帕,1,20120103,广西壮族自治区,0
239,647972637,121364022,M品牌婴儿头巾,1,20120103,辽宁省,0
240,603896228,121394024,L品牌护脚套,1,20120103,广东省,1
241,788123879,121394024,L品牌护脚套,1,20120103,江苏省,0
242,811678808,121450022,D品牌喂药器,1,20120103,河南省,0
243,56451923,121462075,Z品牌吸鼻器,1,20120103,浙江省,0
244,446462579,121466023,A品牌磨牙棒,1,20120103,辽宁省,0
245,1698269229,121540027,N品牌安全别针,1,20120103,四川省,0
246,1076546787,122474019,O品牌安全别针,1,20120103,安徽省,0
247,11398888,122474019,O品牌安全别针,1,20120103,新疆维吾尔自治区,0
248,392530596,203527,F品牌孕妇装,1,20120104,北京市,0
249,1886671878,211122,G品牌孕妇装,2,20120104,浙江省,0
250,411688371,211122,G品牌孕妇装,2,20120104,广东省,0
251,351595773,211122,G品牌孕妇装,1,20120104,上海市,0
252,658723068,211122,G品牌孕妇装,9,20120104,重庆市,0
253,874019884,50000820,O品牌胎教指导书,1,20120104,湖南省,0
254,1923869975,50002524,L品牌孕妇浴巾,1,20120104,广西壮族自治区,0
255,832043508,50003700,T品牌孕妇浴巾,276,20120104,新疆维吾尔自治区,0
256,1980971872,50003700,T品牌孕妇浴巾,1,20120104,云南省,0
257,671593165,50006032,I品牌吸奶器,1,20120104,上海市,0
258,40717216,50006094,Z品牌吸奶器,1,20120104,山东省,0
259,321508287,50006602,A品牌孕妇产后塑身衣,1,20120104,宁夏回族自治区,0
260,89168473,50006602,A品牌孕妇产后塑身衣,4,20120104,重庆市,0
261,739457948,50006602,A品牌孕妇产后塑身衣,1,20120104,重庆市,0
262,367350303,50006843,I品牌孕妇产后塑身衣,2,20120104,江苏省,0
263,790024261,50007011,D品牌哺乳内衣,1,20120104,内蒙古自治区,0
264,693625160,50007011,D品牌哺乳内衣,1,20120104,浙江省,0
265,61597827,50007140,R品牌哺乳内衣,1,20120104,天津市,0
266,49423869,50008721,R品牌胎心仪,1,20120104,湖北省,0
267,1737587862,50008728,F品牌空气净化器,1,20120104,贵州省,0
268,1868686168,50008845,M品牌空气净化器,1,20120104,北京市,0
269,884006809,50008875,I品牌婴儿背袋,1,20120104,江苏省,0
270,648441909,50008875,I品牌婴儿背袋,1,20120104,吉林省,0
271,229635323,50010536,E品牌婴儿汤匙,1,20120104,重庆市,0
272,703214368,50010537,I品牌婴儿汤匙,1,20120104,浙江省,0
273,1072614039,50010538,K品牌婴儿汤匙,1,20120104,天津市,0
274,1043748995,50010542,N品牌婴儿汤匙,1,20120104,安徽省,0
275,546771881,50010544,O品牌婴儿汤匙,1,20120104,贵州省,0
276,77125929,50010544,O品牌婴儿汤匙,1,20120104,江苏省,0
277,627185889,50010544,O品牌婴儿汤匙,1,20120104,山西省,0
278,1082322756,50010549,S品牌婴儿汤匙,1,20120104,广西壮族自治区,0
279,33975929,50010549,S品牌婴儿汤匙,1,20120104,山东省,0
280,356802872,50010549,S品牌婴儿汤匙,1,20120104,新疆维吾尔自治区,0
281,641310095,50010549,S品牌婴儿汤匙,1,20120104,浙江省,0
282,73152560,50010549,S品牌婴儿汤匙,1,20120104,重庆市,0
283,26147443,50010558,F品牌宝宝餐椅,1,20120104,安徽省,0
284,112291849,50010558,F品牌宝宝餐椅,1,20120104,福建省,0
285,485864476,50010558,F品牌宝宝餐椅,1,20120104,江苏省,0
286,258202957,50010558,F品牌宝宝餐椅,1,20120104,上海市,0
287,1981688755,50010566,H品牌宝宝餐椅,1,20120104,辽宁省,0
288,1931270266,50011993,M品牌婴儿奶瓶,1,20120104,上海市,0
289,211733420,50011993,M品牌婴儿奶瓶,1,20120104,福建省,0
290,18427495,50011993,M品牌婴儿奶瓶,1,20120104,河南省,0
291,181416859,50012244,O品牌婴儿奶瓶,1,20120104,贵州省,0
292,774999348,50012365,F品牌婴儿洗衣液,1,20120104,广西壮族自治区,0
293,27891227,50012365,F品牌婴儿洗衣液,1,20120104,山东省,0
294,458794715,50012366,G品牌婴儿洗衣液,1,20120104,云南省,0
295,918911822,50012424,J品牌婴儿驱蚊液,1,20120104,浙江省,0
296,1607810358,50012438,G品牌婴儿奶粉,1,20120104,广西壮族自治区,0
297,13537581,50012451,V品牌婴儿奶粉,1,20120104,湖北省,0
298,130043178,50012564,O品牌婴儿浴用海绵,20,20120104,山东省,0
299,547565290,50012564,O品牌婴儿浴用海绵,10,20120104,吉林省,0
300,750574684,50012788,E品牌婴儿游泳圈,1,20120104,吉林省,0
301,916173921,50012788,E品牌婴儿游泳圈,1,20120104,上海市,0
302,80659509,50013187,V品牌婴儿浴巾,10,20120104,四川省,0
303,826488613,50013207,O品牌护臀霜,1,20120104,重庆市,0
304,199045095,50013636,E品牌纸尿裤,1,20120104,重庆市,0
305,278380320,50013636,E品牌纸尿裤,1,20120104,浙江省,0
306,675298418,50013636,E品牌纸尿裤,1,20120104,山东省,0
307,179250018,50013636,E品牌纸尿裤,1,20120104,陕西省,0
308,129993757,50013636,E品牌纸尿裤,1,20120104,广东省,0
309,92359774,50013636,E品牌纸尿裤,1,20120104,宁夏回族自治区,0
310,99712499,50013711,F品牌纸尿裤,1,20120104,广东省,0
311,802292318,50014863,E品牌婴儿滋润霜,1,20120104,河南省,0
312,30501179,50016243,O品牌婴儿牙刷,1,20120104,福建省,0
313,2058332217,50016706,R品牌防撞器,1,20120104,天津市,0
314,475032837,50018436,S品牌泡沫地板,1,20120104,天津市,0
315,87267992,50018831,R品牌婴儿床,1,20120104,江苏省,0
316,746385942,50018831,R品牌婴儿床,1,20120104,浙江省,0
317,470444227,50023591,N品牌婴儿枕头,1,20120104,四川省,0
318,1049051801,50023591,N品牌婴儿枕头,1,20120104,内蒙古自治区,0
319,259879874,50023636,I品牌婴儿被子,1,20120104,江苏省,1
320,686259706,50023645,F品牌婴儿安抚巾,1,20120104,浙江省,0
321,1866183232,50023670,X品牌奶嘴,1,20120104,陕西省,0
322,196351350,50023797,O品牌奶瓶消毒器,1,20120104,北京市,0
323,1064259707,50024439,G品牌婴儿湿巾,1,20120104,福建省,0
324,791373543,50024787,P品牌婴儿湿巾,1,20120104,内蒙古自治区,0
325,2084503379,50026456,Z品牌婴儿湿巾,1,20120104,上海市,0
326,108248812,50026461,L品牌婴儿皂,1,20120104,山东省,0
327,1055416132,50026490,D品牌围兜,1,20120104,陕西省,0
328,94720348,50132021,U品牌围兜,1,20120104,陕西省,0
329,1834895775,50140021,G品牌婴儿手帕,1,20120104,安徽省,0
330,883604540,121394024,L品牌护脚套,1,20120104,湖北省,0
331,408515292,121394024,L品牌护脚套,1,20120104,福建省,0
332,606636500,121394024,L品牌护脚套,1,20120104,陕西省,0
333,253522099,121398035,T品牌护脚套,1,20120104,北京市,0
334,908709335,121398035,T品牌护脚套,1,20120104,江苏省,0
335,131021484,121406040,E品牌婴儿罩衣,1,20120104,北京市,0
336,607616238,121424027,G品牌婴儿体温计,1,20120104,辽宁省,0
337,141490273,121452056,T品牌喂药器,1,20120104,重庆市,0
338,2236741079,121452056,T品牌喂药器,1,20120104,天津市,0
339,401138472,121470030,O品牌磨牙棒,3,20120104,北京市,0
340,373726419,121478030,Q品牌棉签,5,20120104,海南省,0
341,65786696,122474019,O品牌安全别针,1,20120104,天津市,0
342,831058355,50005979,E品牌小夜灯,1,20120105,湖南省,0
343,184427755,50006028,A品牌吸奶器,1,20120105,湖北省,0
344,36013790,50006030,B品牌吸奶器,1,20120105,浙江省,0
345,308958878,50007011,D品牌哺乳内衣,1,20120105,湖北省,0
346,277349655,50007011,D品牌哺乳内衣,1,20120105,陕西省,0
347,89549238,50007016,L品牌哺乳内衣,1,20120105,福建省,0
348,31795068,50008817,K品牌空气净化器,10,20120105,湖南省,0
349,39630222,50008875,I品牌婴儿背袋,1,20120105,四川省,0
350,2267000239,50010236,M品牌婴儿辅食机,1,20120105,内蒙古自治区,0
351,1072233837,50010536,E品牌婴儿汤匙,1,20120105,湖南省,0
352,353058027,50010536,E品牌婴儿汤匙,1,20120105,山东省,0
353,790526806,50010537,I品牌婴儿汤匙,1,20120105,安徽省,0
354,105188726,50010538,K品牌婴儿汤匙,1,20120105,海南省,0
355,409226305,50010542,N品牌婴儿汤匙,1,20120105,四川省,0
356,108600936,50010542,N品牌婴儿汤匙,1,20120105,贵州省,0
357,128388012,50010544,O品牌婴儿汤匙,1,20120105,山西省,0
358,747092342,50010544,O品牌婴儿汤匙,1,20120105,湖南省,0
359,186387641,50010544,O品牌婴儿汤匙,1,20120105,湖北省,0
360,347987433,50010549,S品牌婴儿汤匙,1,20120105,四川省,0
361,25847454,50010549,S品牌婴儿汤匙,1,20120105,辽宁省,0
362,808332945,50010549,S品牌婴儿汤匙,1,20120105,甘肃省,0
363,2242122629,50010549,S品牌婴儿汤匙,1,20120105,山东省,0
364,763787778,50010555,T品牌婴儿汤匙,1,20120105,河南省,0
365,1082110166,50010555,T品牌婴儿汤匙,2,20120105,四川省,0
366,2272815271,50010557,Z品牌婴儿汤匙,1,20120105,四川省,0
367,158293125,50010557,Z品牌婴儿汤匙,1,20120105,湖北省,0
368,797300269,50010557,Z品牌婴儿汤匙,2,20120105,湖南省,0
369,537974689,50010557,Z品牌婴儿汤匙,1,20120105,福建省,0
370,375324201,50010558,F品牌宝宝餐椅,1,20120105,云南省,0
371,34689462,50010566,H品牌宝宝餐椅,1,20120105,河南省,0
372,764275037,50010566,H品牌宝宝餐椅,1,20120105,陕西省,0
373,663323441,50010566,H品牌宝宝餐椅,1,20120105,上海市,0
374,797878849,50010566,H品牌宝宝餐椅,1,20120105,北京市,0
375,609486989,50010566,H品牌宝宝餐椅,1,20120105,云南省,0
376,17280238,50011993,M品牌婴儿奶瓶,1,20120105,浙江省,0
377,50313665,50011993,M品牌婴儿奶瓶,1,20120105,天津市,0
378,94769573,50011993,M品牌婴儿奶瓶,1,20120105,广东省,0
379,833654608,50012328,S品牌婴儿奶瓶,1,20120105,上海市,0
380,2011648816,50012359,T品牌婴儿奶瓶,1,20120105,北京市,0
381,1990086430,50012365,F品牌婴儿洗衣液,1,20120105,上海市,0
382,1929823172,50012365,F品牌婴儿洗衣液,1,20120105,江西省,0
383,20995405,50012365,F品牌婴儿洗衣液,1,20120105,北京市,0
384,34380319,50012367,I品牌婴儿洗衣液,1,20120105,甘肃省,0
385,54747933,50012379,H品牌婴儿专用洗衣机,1,20120105,广东省,0
386,657997500,50012424,J品牌婴儿驱蚊液,1,20120105,江苏省,0
387,756739123,50012451,V品牌婴儿奶粉,1,20120105,内蒙古自治区,0
388,69773813,50012451,V品牌婴儿奶粉,1,20120105,北京市,0
389,153651309,50012451,V品牌婴儿奶粉,1,20120105,上海市,0
390,63229414,50012451,V品牌婴儿奶粉,1,20120105,江苏省,0
391,1022278076,50012474,B品牌婴儿沐浴露,1,20120105,浙江省,0
392,1699527366,50012478,J品牌婴儿沐浴露,1,20120105,广东省,0
393,504804896,50012548,H品牌婴儿浴用海绵,10,20120105,天津市,0
